sessionId,paperId,date,paperName,author,summary,linkZoom,linkPdf
3021,362,09:50-10:10,THE POLAR UPPER-TROPOSPHERE TO LOWER- STRATOSPHERE COLD BIAS IN GLOBAL WRF SIMULATIONS,Xuan-Tien Nguyen-Vinh and Fumio Hasebe,,,
3021,350,10:10-10:30,NEW NITROGEN CYCLE IMAGE IN THE ATMOSPHERIC-OCEAN BOUNDARY LAYER INDUCED BY LIGHTNING DISCHARGE,"Ryo Hashimoto, Sohiko Kameyama, Hiroshi Ogawa and Kohki Satoh",,,
3021,504,10:30-10:50,RELATIONSHIP BETWEEN THE SRP STANDARD AND REDUCTION OF GREENHOUSE GAS EMISSIONS,Nguyen Ha Trang,,,
3021,505,10:50-11:10,PROTECTION OF SEAFLOOR GEOMORPHIC FEATURES AND BENTHIC HABITATS IN LARGE MARINE ECOSYSTEMS AND EXCLUSIVE ECONOMIC ZONES OF THE EAST SEA,"Andrew Fischer, Debhasish Bhakta, Miles Macmillan-Lawler, Peter Harris",,,
3021,352,11:10-11:30,TRENDS AND PATTERNS OF SEA SURFACE TEMPERATURE FRONTS IN COASTAL UPWELLING OFF SOUTHERN VIETNAM,Phuc Le and Andrew Fischer,,,
3021,514,11:30-11:50,ECOHYDROLOGICAL STUDIES ON MEKONG DELTA,"Górniak Andrzej, Trần Xuân Dũng, Võ Lương Hồng Phước",,,
3021,506,11:50-12:00,"TOWARDS MULTIDISCIPLINARY RESEARCH AND EDUCATION IN OCEANOLOGY, METEOROLOGY AND HYDROLOGY DEPARTMENT IN UNIVERSITY OF SCIENCE, VNU-HCM",Vo Luong Hong Phuoc,,,
3021,,12:00-12:30,SUMMARY AND CLOSING,Vo Luong Hong Phuoc,,,
3022,509,14:00-14:15,USING MULTICHANNEL ANALYSIS OF SURFACE WAVES TO CONSTRUCT THE 3D MODEL OF SHEAR WAVE VELOCITY,"Nguyen Nhat Kim Ngan, Nguyen Thanh Van, Nguyen Van Thuan",,,
3022,351,14:15-14:30,THE INITIAL DETERMINATION OF SETTLING VELOCITY AND VERTICAL SUSPENDED SEDIMENT CONCENTRATION,Hoa Tiên Lê Nguyễn and Hồng Phước Võ Lương,,,
3022,321,14:30-14:45,STUDY TO DETERMINE SEA WAVE ENERGY IN THE SOUTH CENTRAL COAST,Thinh Ngo Nam and Nguyen Do Vinh,,,
3022,398,14:45-15:00,LOCATION OF ROOTS BY GROUND PENETRATING RADAR METHODS,"Nguyễn Hữu Tâm, Đặng Hoài Trung and Võ Nguyễn Như Liễu",,,
3022,419,15:00-15:15,TECHNOLOGIES AND SOLUTIONS FOR MARINE RESOURCE AND ENVIRONMENTAL MANAGEMENT,Hải Trần and Dung Nguyễn,,,
3022,507,15:45-16:00,IMPACTS OF CLIMATE CHANGE TO ENSO ON INCREASING TROPICAL STORM INTENSITY OVER WESTERN PACIFIC OCEAN,Le Thi Xuan Lan,,,
3022,503,16:00-16:15,THE INFLUENCE OF THE DISCHARGE CHANGE FROM MEKONG RIVER SYSTEM ON THE PROPAGATION AND DEPOSITION IN THE EAST SEA,"Vu Tuan Anh, Nguyen Vinh Bao Trung",,,
3022,136,16:15-16:30,"STUDYING SHORELINE CHANGE AT DUYEN HAI DISTRICT, TRA VINH PROVINCE","Hoang Phuong Truc Nguyen, Van Hao Lam and Dinh Duan Ho",,,
3022,513,16:30-16:45,DETERMINING GROUNDWATER BASIN FOR WATER BALANCE CALCULATION,Huynh Le Khoa,,,
3022,221,16:45-17:00,ESTABLISHING PRECIPITATION IDF CURVE FOR FLOOD WARNINGS IN CAMAU PENISULA UNDER THE IMPACTS OF CHANGING EXTREME RAINFALL,Toan Ho Cong and Dang Truong An,,,
